"File";"NEF";"TIFF";"Date Created";"Date Modified";"File Size";"Image Size";"Date Shot";"Time Zone and Date";"Image Quality";"Artist";"Copyright";"Image Comment";"Device";"Lens";"Focal Length";"Focus Mode";"AF-Area Mode";"VR";"AF Fine Tune";"Aperture";"Shutter Speed";"Exposure Mode";"Exposure Comp.";"Exposure Tuning";"Metering";"ISO Sensitivity";"Flash Device";"Flash Sync Mode";"Flash Mode";"White Balance";"Color Space";"High ISO NR";"Long Exposure NR";"Active D-Lighting";"Image Authentication";"Vignette Control";"Auto Distortion Control";"Picture Control";"Base";"Quick Adjust";"Sharpening";"Contrast";"Brightness";"Saturation";"Hue";"Filter Effects";"Toning";"Optimize Image";"Color Mode";"Tone Comp.";"Hue Adjustment";"Saturation";"Sharpening";"Latitude";"Longitude";"Altitude";"Altitude Reference";"Heading";"UTC";"Map Datum";"Scene Mode";"Keywords"
"r453acda3t";"http://193.205.194.113/RAISE/NEF/r453acda3t.NEF";"http://193.205.194.113/RAISE/TIFF/r453acda3t.TIF";"9/20/2014 19:48";"8/13/2012 12:08";"21.9 MB";"L (4928 x 3264)";"08:49.9";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"105mm";"AF-A";"Auto";"ON";"OFF";"f/11";"1/160s";"Manual";"0EV";"";"Spot";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r7393d71et";"http://193.205.194.113/RAISE/NEF/r7393d71et.NEF";"http://193.205.194.113/RAISE/TIFF/r7393d71et.TIF";"9/20/2014 19:48";"8/13/2012 12:09";"22.8 MB";"L (4928 x 3264)";"09:06.4";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"38mm";"AF-A";"Auto";"ON";"OFF";"f/11";"1/160s";"Manual";"0EV";"";"Spot";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"rca369735t";"http://193.205.194.113/RAISE/NEF/rca369735t.NEF";"http://193.205.194.113/RAISE/TIFF/rca369735t.TIF";"9/20/2014 19:48";"8/13/2012 12:09";"18.9 MB";"L (4928 x 3264)";"09:29.3";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Auto";"ON";"OFF";"f/16";"1/160s";"Manual";"0EV";"";"Spot";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r5db46b31t";"http://193.205.194.113/RAISE/NEF/r5db46b31t.NEF";"http://193.205.194.113/RAISE/TIFF/r5db46b31t.TIF";"9/20/2014 19:49";"8/13/2012 12:16";"16.9 MB";"L (4928 x 3264)";"16:24.6";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"150mm";"AF-A";"Auto";"ON";"OFF";"f/16";"1/125s";"Manual";"0EV";"";"Spot";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r89c44339t";"http://193.205.194.113/RAISE/NEF/r89c44339t.NEF";"http://193.205.194.113/RAISE/TIFF/r89c44339t.TIF";"9/20/2014 19:49";"8/13/2012 12:17";"17.6 MB";"L (4928 x 3264)";"17:50.8";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"42mm";"AF-A";"Auto";"ON";"OFF";"f/9";"1/400s";"Manual";"0EV";"";"Spot";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r9158953ft";"http://193.205.194.113/RAISE/NEF/r9158953ft.NEF";"http://193.205.194.113/RAISE/TIFF/r9158953ft.TIF";"9/20/2014 19:49";"8/13/2012 12:19";"18.4 MB";"L (4928 x 3264)";"19:30.6";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"170mm";"AF-A";"Auto";"ON";"OFF";"f/10";"1/200s";"Manual";"0EV";"";"Spot";"ISO 200";"";"";"";"Cloudy; A2; G1";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r6d133f14t";"http://193.205.194.113/RAISE/NEF/r6d133f14t.NEF";"http://193.205.194.113/RAISE/TIFF/r6d133f14t.TIF";"9/20/2014 19:49";"8/13/2012 12:22";"17.1 MB";"L (4928 x 3264)";"22:40.9";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Auto";"ON";"OFF";"f/9";"1/250s";"Manual";"0EV";"";"Spot";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"rb70fb952t";"http://193.205.194.113/RAISE/NEF/rb70fb952t.NEF";"http://193.205.194.113/RAISE/TIFF/rb70fb952t.TIF";"9/20/2014 19:49";"8/13/2012 12:22";"18.7 MB";"L (4928 x 3264)";"22:49.7";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"65mm";"AF-A";"Auto";"ON";"OFF";"f/9";"1/250s";"Manual";"0EV";"";"Spot";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r17228bbdt";"http://193.205.194.113/RAISE/NEF/r17228bbdt.NEF";"http://193.205.194.113/RAISE/TIFF/r17228bbdt.TIF";"9/20/2014 19:49";"8/13/2012 12:23";"18.7 MB";"L (4928 x 3264)";"23:08.1";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"62mm";"AF-A";"Auto";"ON";"OFF";"f/9";"1/160s";"Manual";"0EV";"";"Spot";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r2a59ecf5t";"http://193.205.194.113/RAISE/NEF/r2a59ecf5t.NEF";"http://193.205.194.113/RAISE/TIFF/r2a59ecf5t.TIF";"9/20/2014 19:49";"8/13/2012 12:23";"17.9 MB";"L (4928 x 3264)";"23:29.8";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Auto";"ON";"OFF";"f/10";"1/160s";"Manual";"0EV";"";"Spot";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"raf7ad161t";"http://193.205.194.113/RAISE/NEF/raf7ad161t.NEF";"http://193.205.194.113/RAISE/TIFF/raf7ad161t.TIF";"9/20/2014 19:49";"8/13/2012 12:23";"17.8 MB";"L (4928 x 3264)";"23:57.2";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Auto";"ON";"OFF";"f/10";"1/125s";"Manual";"0EV";"";"Spot";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"rc1e9d36bt";"http://193.205.194.113/RAISE/NEF/rc1e9d36bt.NEF";"http://193.205.194.113/RAISE/TIFF/rc1e9d36bt.TIF";"9/20/2014 19:49";"8/13/2012 12:25";"18.0 MB";"L (4928 x 3264)";"25:16.4";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Auto";"ON";"OFF";"f/5.6";"1/160s";"Manual";"0EV";"";"Spot";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r3c5df3f6t";"http://193.205.194.113/RAISE/NEF/r3c5df3f6t.NEF";"http://193.205.194.113/RAISE/TIFF/r3c5df3f6t.TIF";"9/20/2014 19:49";"8/13/2012 12:25";"19.1 MB";"L (4928 x 3264)";"25:39.8";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Auto";"ON";"OFF";"f/5.6";"1/125s";"Manual";"0EV";"";"Spot";"ISO 400";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r505d386ft";"http://193.205.194.113/RAISE/NEF/r505d386ft.NEF";"http://193.205.194.113/RAISE/TIFF/r505d386ft.TIF";"9/20/2014 19:49";"8/13/2012 12:27";"19.6 MB";"L (4928 x 3264)";"27:32.1";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Auto";"ON";"OFF";"f/11";"1/250s";"Manual";"0EV";"";"Spot";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r19fe3107t";"http://193.205.194.113/RAISE/NEF/r19fe3107t.NEF";"http://193.205.194.113/RAISE/TIFF/r19fe3107t.TIF";"9/20/2014 19:49";"8/13/2012 12:28";"19.6 MB";"L (4928 x 3264)";"28:49.4";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Auto";"ON";"OFF";"f/11";"1/250s";"Manual";"0EV";"";"Spot";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"rae77a6f5t";"http://193.205.194.113/RAISE/NEF/rae77a6f5t.NEF";"http://193.205.194.113/RAISE/TIFF/rae77a6f5t.TIF";"9/20/2014 19:49";"8/13/2012 12:32";"19.9 MB";"L (4928 x 3264)";"32:38.5";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Auto";"ON";"OFF";"f/8";"1/400s";"Manual";"0EV";"";"Spot";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"ra09acb48t";"http://193.205.194.113/RAISE/NEF/ra09acb48t.NEF";"http://193.205.194.113/RAISE/TIFF/ra09acb48t.TIF";"9/20/2014 19:51";"8/14/2012 9:50";"17.7 MB";"L (4928 x 3264)";"50:16.2";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Auto";"ON";"OFF";"f/11";"1/125s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"recdce114t";"http://193.205.194.113/RAISE/NEF/recdce114t.NEF";"http://193.205.194.113/RAISE/TIFF/recdce114t.TIF";"9/20/2014 19:52";"8/14/2012 10:44";"17.3 MB";"L (4928 x 3264)";"44:41.2";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Auto";"ON";"OFF";"f/5.6";"1/15s";"Aperture Priority";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"rd3233a58t";"http://193.205.194.113/RAISE/NEF/rd3233a58t.NEF";"http://193.205.194.113/RAISE/TIFF/rd3233a58t.TIF";"9/20/2014 19:56";"8/14/2012 11:47";"17.0 MB";"L (4928 x 3264)";"47:39.7";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Auto";"ON";"OFF";"f/9";"1/125s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"rbc105d4at";"http://193.205.194.113/RAISE/NEF/rbc105d4at.NEF";"http://193.205.194.113/RAISE/TIFF/rbc105d4at.TIF";"9/20/2014 19:56";"8/14/2012 11:48";"17.3 MB";"L (4928 x 3264)";"48:37.2";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Auto";"ON";"OFF";"f/9";"1/160s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"ra0a0301dt";"http://193.205.194.113/RAISE/NEF/ra0a0301dt.NEF";"http://193.205.194.113/RAISE/TIFF/ra0a0301dt.TIF";"9/20/2014 19:56";"8/14/2012 11:49";"18.0 MB";"L (4928 x 3264)";"49:02.2";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"90mm";"AF-A";"Auto";"ON";"OFF";"f/10";"1/160s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r066ef803t";"http://193.205.194.113/RAISE/NEF/r066ef803t.NEF";"http://193.205.194.113/RAISE/TIFF/r066ef803t.TIF";"9/20/2014 19:58";"8/15/2012 11:02";"18.0 MB";"L (4928 x 3264)";"02:54.8";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"70mm";"AF-A";"Auto";"ON";"OFF";"f/9";"1/80s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r3db9bd34t";"http://193.205.194.113/RAISE/NEF/r3db9bd34t.NEF";"http://193.205.194.113/RAISE/TIFF/r3db9bd34t.TIF";"9/20/2014 19:58";"8/15/2012 11:03";"17.0 MB";"L (4928 x 3264)";"03:49.5";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"Manual";"Single";"ON";"OFF";"f/9";"1/80s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r7d81a340t";"http://193.205.194.113/RAISE/NEF/r7d81a340t.NEF";"http://193.205.194.113/RAISE/TIFF/r7d81a340t.TIF";"9/20/2014 19:58";"8/15/2012 11:04";"17.1 MB";"L (4928 x 3264)";"04:00.7";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"Manual";"Single";"ON";"OFF";"f/9";"1/80s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r6f056feft";"http://193.205.194.113/RAISE/NEF/r6f056feft.NEF";"http://193.205.194.113/RAISE/TIFF/r6f056feft.TIF";"9/20/2014 19:59";"8/15/2012 11:07";"17.0 MB";"L (4928 x 3264)";"07:06.0";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"Manual";"Single";"ON";"OFF";"f/14";"1/100s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r3ab1cb3at";"http://193.205.194.113/RAISE/NEF/r3ab1cb3at.NEF";"http://193.205.194.113/RAISE/TIFF/r3ab1cb3at.TIF";"9/20/2014 19:59";"8/15/2012 11:08";"16.9 MB";"L (4928 x 3264)";"08:38.8";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"Manual";"Single";"ON";"OFF";"f/7.1";"1/80s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r08873591t";"http://193.205.194.113/RAISE/NEF/r08873591t.NEF";"http://193.205.194.113/RAISE/TIFF/r08873591t.TIF";"9/20/2014 19:59";"8/15/2012 11:10";"17.2 MB";"L (4928 x 3264)";"10:16.6";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"120mm";"Manual";"Single";"ON";"OFF";"f/9";"1/160s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r17d11b3at";"http://193.205.194.113/RAISE/NEF/r17d11b3at.NEF";"http://193.205.194.113/RAISE/TIFF/r17d11b3at.TIF";"9/20/2014 19:59";"8/15/2012 11:11";"19.6 MB";"L (4928 x 3264)";"11:24.3";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"36mm";"AF-A";"Auto";"ON";"OFF";"f/9";"1/80s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r85ad6c43t";"http://193.205.194.113/RAISE/NEF/r85ad6c43t.NEF";"http://193.205.194.113/RAISE/TIFF/r85ad6c43t.TIF";"9/20/2014 19:59";"8/15/2012 11:12";"19.1 MB";"L (4928 x 3264)";"12:20.3";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"40mm";"AF-A";"Auto";"ON";"OFF";"f/11";"1/80s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r21ea8f3dt";"http://193.205.194.113/RAISE/NEF/r21ea8f3dt.NEF";"http://193.205.194.113/RAISE/TIFF/r21ea8f3dt.TIF";"9/20/2014 19:59";"8/15/2012 11:12";"17.8 MB";"L (4928 x 3264)";"12:33.9";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Auto";"ON";"OFF";"f/11";"1/80s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r6e541790t";"http://193.205.194.113/RAISE/NEF/r6e541790t.NEF";"http://193.205.194.113/RAISE/TIFF/r6e541790t.TIF";"9/20/2014 19:59";"8/15/2012 11:14";"17.9 MB";"L (4928 x 3264)";"14:41.6";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Auto";"ON";"OFF";"f/8";"1/100s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"r94fc99c1t";"http://193.205.194.113/RAISE/NEF/r94fc99c1t.NEF";"http://193.205.194.113/RAISE/TIFF/r94fc99c1t.TIF";"9/20/2014 19:59";"8/15/2012 11:18";"17.0 MB";"L (4928 x 3264)";"18:31.4";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"200mm";"AF-A";"Auto";"ON";"OFF";"f/13";"1/80s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
"rf9a6bad6t";"http://193.205.194.113/RAISE/NEF/rf9a6bad6t.NEF";"http://193.205.194.113/RAISE/TIFF/rf9a6bad6t.TIF";"9/20/2014 19:59";"8/15/2012 11:19";"16.9 MB";"L (4928 x 3264)";"19:11.4";"UTC+1; DST:ON";"Lossless Compressed RAW (14-bit)";"dnductien                           ";"DNDUCTIEN                                             ";"";"Nikon D7000";"VR 18-200mm f/3.5-5.6G";"150mm";"AF-A";"Auto";"ON";"OFF";"f/10";"1/80s";"Manual";"0EV";"";"Matrix";"ISO 200";"";"";"";"Cloudy; A3; 0";"sRGB";"ON (Normal)";"OFF";"OFF";"";"";"OFF";"[LS] Landscape";"[LS] Landscape";"-";"7";"-1";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nature; outdoor"
